pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
21716,14633,56,Aethomys,Aethomys kaiseri,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21717,14634,56,Aethomys,Aethomys silindensis,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21718,14635,56,Aethomys,Aethomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21719,14636,56,Arvincanthis,Arvincanthis neumanni,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21720,14637,56,Beamys,Beamys hindei,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21721,14638,56,Crocidura,Crocidura bloyeti,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21722,14639,56,Crocidura,Crocidura hirta,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21723,14640,56,Crocidura,Crocidura montis,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21724,14641,56,Crocidura,Crocidura olivieri,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21725,14642,56,Crocidura,Crocidura turba,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21726,14643,56,Crocidura,Crocidura sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21727,14644,56,Dasymys,Dasymys incomtus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21728,14645,56,Dendromus,Dendromus nyasae,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21729,14646,56,Gerbilliscus,Gerbilliscus boehmi,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21730,14647,56,Gerbilliscus,Gerbilliscus taborae,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21731,14648,56,Gerbilliscus,Gerbilliscus leucogaster,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21732,14649,56,Gerbilliscus,Gerbilliscus taborae,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21733,14650,56,Gerbilliscus,Gerbilliscus vicinus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
21734,14651,56,Gerbilliscus,Gerbilliscus sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21735,14652,56,Gerbillus,Gerbillus pusillus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21736,14653,56,Grammomys,Grammomys macmillani,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21737,14654,56,Grammomys,Grammomys surdaster,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21738,14655,56,Grammomys,Grammomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21739,14656,56,Graphiurus,Graphiurus sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21740,14657,56,Heliophobius,Heliophobius argenteocinereus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21741,14658,56,Hylomyscus,Hylomyscus arcimontensis,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21742,14659,56,Lemniscomys,Lemniscomys rosalia,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21743,14660,56,Lemniscomys,Lemniscomys striatus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21744,14661,56,Lemniscomys,Lemniscomys zebra,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21745,14662,56,Lemniscomys,Lemniscomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21746,14663,56,Lophuromys,Lophuromys kilonzoi,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21747,14664,56,Lophuromys,Lophuromys machangui,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21748,14665,56,Lophuromys,Lophuromys makundii,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21749,14666,56,Mastomys,Mastomys erythroleucus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21750,14667,56,Montemys,Montemys delectorum,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21751,14668,56,Mus,Mus minutoides,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21752,14669,56,Mus,Mus musculus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21753,14670,56,Mus,Mus triton,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21754,14671,56,Ochromyscus,Ochromyscus niveiventris,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21755,14672,56,Otomys,Otomys angoniensis,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21756,14673,56,Otomys,Otomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21757,14674,56,Pelomys,Pelomys fallax,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21758,14675,56,Rattus,Rattus rattus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21759,14676,56,Rhabdomys,Rhabdomys dilectus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21760,14677,56,Saccostomus,Saccostomus campestris,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21761,14678,56,Saccostomus,Saccostomus umbriventer,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21762,14679,56,Serengetimys,Serengetimys pernanus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21763,14680,56,Steatomys,Steatomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21764,14681,56,Zelotomys,Zelotomys hildegardeae,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21765,14682,56,Acomys,Acomys percivali,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21766,14683,56,Acomys,Acomys muzei,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21767,14684,56,Acomys,Acomys ngurui,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21768,14685,56,Acomys,Acomys wilsoni,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21769,14686,56,Acomys,Acomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21770,14687,56,Aethomys,Aethomys chrysophilus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21771,14688,56,Aethomys,Aethomys kaiseri,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
21772,14689,56,Aethomys,Aethomys silindensis,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21773,14690,56,Aethomys,Aethomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21774,14691,56,Arvincanthis,Arvincanthis neumanni,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21775,14692,56,Beamys,Beamys hindei,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21776,14693,56,Crocidura,Crocidura bloyeti,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21777,14694,56,Crocidura,Crocidura hirta,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21778,14695,56,Crocidura,Crocidura montis,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21779,14696,56,Crocidura,Crocidura olivieri,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21780,14697,56,Crocidura,Crocidura turba,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21781,14698,56,Crocidura,Crocidura sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21782,14699,56,Dasymys,Dasymys incomtus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21783,14700,56,Dendromus,Dendromus nyasae,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21784,14701,56,Gerbilliscus,Gerbilliscus boehmi,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21785,14702,56,Gerbilliscus,Gerbilliscus taborae,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21786,14703,56,Gerbilliscus,Gerbilliscus leucogaster,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21787,14704,56,Gerbilliscus,Gerbilliscus taborae,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21788,14705,56,Gerbilliscus,Gerbilliscus vicinus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21789,14706,56,Gerbilliscus,Gerbilliscus sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21790,14707,56,Gerbillus,Gerbillus pusillus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21791,14708,56,Grammomys,Grammomys macmillani,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21792,14709,56,Grammomys,Grammomys surdaster,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21793,14710,56,Grammomys,Grammomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21794,14711,56,Graphiurus,Graphiurus sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21795,14712,56,Heliophobius,Heliophobius argenteocinereus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21796,14713,56,Hylomyscus,Hylomyscus arcimontensis,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21797,14714,56,Lemniscomys,Lemniscomys rosalia,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21798,14715,56,Lemniscomys,Lemniscomys striatus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21799,14716,56,Lemniscomys,Lemniscomys zebra,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21800,14717,56,Lemniscomys,Lemniscomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21801,14718,56,Lophuromys,Lophuromys kilonzoi,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21802,14719,56,Lophuromys,Lophuromys machangui,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21803,14720,56,Lophuromys,Lophuromys makundii,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21804,14721,56,Mastomys,Mastomys erythroleucus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21805,14722,56,Montemys,Montemys delectorum,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21806,14723,56,Mus,Mus minutoides,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21807,14724,56,Mus,Mus musculus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21808,14725,56,Mus,Mus triton,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21809,14726,56,Ochromyscus,Ochromyscus niveiventris,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,4,4,0,NA,NA
21810,14727,56,Otomys,Otomys angoniensis,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21811,14728,56,Otomys,Otomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21812,14729,56,Pelomys,Pelomys fallax,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21813,14730,56,Rattus,Rattus rattus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21814,14731,56,Rhabdomys,Rhabdomys dilectus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21815,14732,56,Saccostomus,Saccostomus campestris,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21816,14733,56,Saccostomus,Saccostomus umbriventer,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21817,14734,56,Serengetimys,Serengetimys pernanus,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21818,14735,56,Steatomys,Steatomys sp.,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21819,14736,56,Zelotomys,Zelotomys hildegardeae,Mara River,Tanzania,NA,-1.53,33.99,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21820,14737,56,Acomys,Acomys percivali,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21821,14738,56,Acomys,Acomys muzei,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21822,14739,56,Acomys,Acomys ngurui,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21823,14740,56,Acomys,Acomys wilsoni,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21824,14741,56,Acomys,Acomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21825,14742,56,Aethomys,Aethomys chrysophilus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21826,14743,56,Aethomys,Aethomys kaiseri,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21827,14744,56,Aethomys,Aethomys silindensis,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21828,14745,56,Aethomys,Aethomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21829,14746,56,Arvincanthis,Arvincanthis neumanni,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21830,14747,56,Beamys,Beamys hindei,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21831,14748,56,Crocidura,Crocidura bloyeti,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21832,14749,56,Crocidura,Crocidura hirta,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21833,14750,56,Crocidura,Crocidura montis,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21834,14751,56,Crocidura,Crocidura olivieri,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21835,14752,56,Crocidura,Crocidura turba,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21836,14753,56,Crocidura,Crocidura sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21837,14754,56,Dasymys,Dasymys incomtus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21838,14755,56,Dendromus,Dendromus nyasae,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21839,14756,56,Gerbilliscus,Gerbilliscus boehmi,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21840,14757,56,Gerbilliscus,Gerbilliscus taborae,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21841,14758,56,Gerbilliscus,Gerbilliscus leucogaster,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21842,14759,56,Gerbilliscus,Gerbilliscus taborae,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21843,14760,56,Gerbilliscus,Gerbilliscus vicinus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21844,14761,56,Gerbilliscus,Gerbilliscus sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21845,14762,56,Gerbillus,Gerbillus pusillus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21846,14763,56,Grammomys,Grammomys macmillani,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21847,14764,56,Grammomys,Grammomys surdaster,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21848,14765,56,Grammomys,Grammomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21849,14766,56,Graphiurus,Graphiurus sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21850,14767,56,Heliophobius,Heliophobius argenteocinereus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21851,14768,56,Hylomyscus,Hylomyscus arcimontensis,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21852,14769,56,Lemniscomys,Lemniscomys rosalia,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21853,14770,56,Lemniscomys,Lemniscomys striatus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21854,14771,56,Lemniscomys,Lemniscomys zebra,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21855,14772,56,Lemniscomys,Lemniscomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21856,14773,56,Lophuromys,Lophuromys kilonzoi,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,2,2,0,NA,NA
21857,14774,56,Lophuromys,Lophuromys machangui,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21858,14775,56,Lophuromys,Lophuromys makundii,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21859,14776,56,Mastomys,Mastomys erythroleucus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21860,14777,56,Montemys,Montemys delectorum,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,6,6,0,NA,NA
21861,14778,56,Mus,Mus minutoides,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21862,14779,56,Mus,Mus musculus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21863,14780,56,Mus,Mus triton,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
21864,14781,56,Ochromyscus,Ochromyscus niveiventris,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21865,14782,56,Otomys,Otomys angoniensis,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21866,14783,56,Otomys,Otomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21867,14784,56,Pelomys,Pelomys fallax,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21868,14785,56,Rattus,Rattus rattus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21869,14786,56,Rhabdomys,Rhabdomys dilectus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21870,14787,56,Saccostomus,Saccostomus campestris,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21871,14788,56,Saccostomus,Saccostomus umbriventer,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21872,14789,56,Serengetimys,Serengetimys pernanus,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21873,14790,56,Steatomys,Steatomys sp.,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21874,14791,56,Zelotomys,Zelotomys hildegardeae,Masenge,Tanzania,NA,-6.4,36.92,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21875,14792,56,Acomys,Acomys percivali,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21876,14793,56,Acomys,Acomys muzei,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21877,14794,56,Acomys,Acomys ngurui,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21878,14795,56,Acomys,Acomys wilsoni,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21879,14796,56,Acomys,Acomys sp.,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21880,14797,56,Aethomys,Aethomys chrysophilus,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21881,14798,56,Aethomys,Aethomys kaiseri,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21882,14799,56,Aethomys,Aethomys silindensis,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21883,14800,56,Aethomys,Aethomys sp.,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21884,14801,56,Arvincanthis,Arvincanthis neumanni,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21885,14802,56,Beamys,Beamys hindei,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21886,14803,56,Crocidura,Crocidura bloyeti,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21887,14804,56,Crocidura,Crocidura hirta,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21888,14805,56,Crocidura,Crocidura montis,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21889,14806,56,Crocidura,Crocidura olivieri,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21890,14807,56,Crocidura,Crocidura turba,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21891,14808,56,Crocidura,Crocidura sp.,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21892,14809,56,Dasymys,Dasymys incomtus,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21893,14810,56,Dendromus,Dendromus nyasae,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21894,14811,56,Gerbilliscus,Gerbilliscus boehmi,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21895,14812,56,Gerbilliscus,Gerbilliscus taborae,Masenge,Tanzania,NA,-6.37,36.93,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
